,name,department,rating,total_ratings,would take again,difficulty
3144,Miha Vindis,Social Science,5,5 ratings,100%,2.2
3145,Jack Lee,Engineering,3.5,19 ratings,85%,3.5
3146,Todd Curtis,Humanities,3.9,243 ratings,71%,3
3147,Randolph Wilt,Management,0,0 ratings,N/A,0
3148,Ram Sudha,Physics,3,1 ratings,100%,1
3149,Ahmad Agbaria,Middle Eastern Studies,4,1 ratings,100%,2
3150,Cristine Legare,Psychology,3.1,18 ratings,53%,3.7
3151,Kevin Auer,Design,0,0 ratings,100%,0
3152,Stephen Slick,Government,4,1 ratings,100%,3
3153,Ann Chen,Engineering,4,13 ratings,87%,2.7
3154,William Gilpin,Physics,5,1 ratings,100%,3
3155,Vincent Giordano,English,5,1 ratings,100%,3
3156,Siyun Jiang,Government,0,0 ratings,N/A,0
3157,Kristie Loescher,Management,3.8,21 ratings,80%,2.9
3158,paige welsh,English,0,0 ratings,100%,0
3159,Maxwell Stinchcombe,Economics,1.5,25 ratings,10%,4.9
3160,Eloisa Moreno,Writing,0,0 ratings,100%,0
3161,Amanda Bosky,Criminal Justice,0,0 ratings,100%,0
3162,Paulami Banerjee,Geology,5,1 ratings,100%,3
3163,Melessa Kelley,Nursing,0,0 ratings,100%,0
3164,Abi Maddox,Business,5,1 ratings,100%,1
3165,Luis F. Avilés González,Spanish & Portuguese,5,1 ratings,100%,5
3166,Lori Holleran,Social Work,4.7,13 ratings,100%,1.9
3167,Michael Krische,Chemistry,4.1,15 ratings,86%,3.7
3168,David Cohen,Fine Arts,4.1,15 ratings,85%,2.8
3169,Charles Davis,Architecture,0,0 ratings,100%,0
3170,Ryan Doonan,Biology,5,1 ratings,100%,1
3171,Alison Craig,Political Science,0,0 ratings,100%,0
3172,Morgan Ballantine,Nursing,5,1 ratings,100%,2
3173,Li-Chen Lin,Nursing,3,1 ratings,100%,4
3174,Ashley Henneghan,Nursing,3,1 ratings,100%,2
3175,John-Paul Clarke,Engineering,0,0 ratings,N/A,0
3176,Frank Wojan,Kinesiology & Health,0,0 ratings,N/A,0
3177,Fathima Pary,Chemistry,0,0 ratings,100%,0
3178,Abhijit Mishra,Information Science,0,0 ratings,100%,0
3179,Christian Pye,Religion,5,1 ratings,100%,3
3180,Calvin Lin,Computer Science,3.2,20 ratings,77%,3.5
3181,Diane Davis,Writing,5,1 ratings,100%,2
3182,Zhuoran Jiang,Management & Info Systems,0,0 ratings,N/A,0
3183,Derrick Bonyuet,Accounting,4,1 ratings,100%,2
3184,Bo Zhao,Biomedical Engineering,0,0 ratings,100%,0
3185,Eyal Seidemann,Neuroscience,3,1 ratings,100%,4
3186,Junko Hatanaka,Asian Studies,5,1 ratings,100%,2
3187,John Savage,Journalism,0,0 ratings,N/A,0
3188,Binyam Belachew,Biology,5,1 ratings,100%,4
3189,Aaron Sandel,Anthropology,4.3,7 ratings,100%,1.7
3190,Andrew Augustin,Fine Arts,5,1 ratings,100%,2
3191,Fabrizio Bisetti,Engineering,5,2 ratings,100%,4.5
3192,Miguel Alvarez,Film,0,0 ratings,N/A,0
3193,Fan Wang,Communication,5,1 ratings,100%,2
3194,Michael Wynne,Languages,4.8,25 ratings,97%,2.5
3195,Hannah Lunkenheimer,Psychology,5,1 ratings,100%,2
3196,S. John Mihic,Biology,0,0 ratings,N/A,0
3197,Roman Corfas,Biology,0,0 ratings,100%,0
3198,Alice Batt,Writing,4,2 ratings,100%,4
3199,Diego Rubio,Economics,5,1 ratings,100%,1
3200,Josefine Wolfe,Health Science,0,0 ratings,100%,0
3201,Shiva Agarwal,Management,2,1 ratings,N/A,1
3202,Doug Chung,Marketing,5,1 ratings,100%,3
3203,Stephen Boyles,Civil Engineering,4.8,17 ratings,95%,3.5
3204,Kiryl Tsishchanka,Mathematics,2.7,113 ratings,39%,4
3205,Kara Kockelman,Engineering,2.2,7 ratings,34%,4.1
3206,John Kappelman,Anthropology,2.5,45 ratings,33%,4
3207,Karl Rove,Government,0,0 ratings,100%,0
3208,Ken McMillan,Computer Science,0,0 ratings,100%,0
3209,Erin Roberts,English,0,0 ratings,N/A,0
3210,Mingyuan Zhou,Business,2.4,14 ratings,50%,4.1
3211,ZACHARY KOWALESKI,Accounting,0,0 ratings,N/A,0
3212,Zachary Kowaleski,Accounting,0,0 ratings,N/A,0
3213,Lucy Atkinson,Advertising,4.9,13 ratings,100%,2.4
3214,Hallie Speranza,Human Dev & Family Sciences,4.6,54 ratings,98%,1.5
3215,Rayan Bagchi,Management,1.4,18 ratings,50%,4.3
3216,Jason Badgley,English,5,2 ratings,100%,3
3217,Madeleine Holland,Communication,4.4,64 ratings,87%,1.6
3218,David Junker,Communication,5,4 ratings,100%,2
3219,Duncan Moench,English,4.4,5 ratings,75%,3.2
3220,Jahanett Ramirez,Social Work,5,1 ratings,100%,1
3221,Dima Shamoun,Economics,1.6,8 ratings,34%,4.6
3222,Leigh McAlister,Marketing,0,0 ratings,100%,0
3223,Myles Jeffrey,Writing,0,0 ratings,N/A,0
3224,Annabelle Roberts,Marketing,4,1 ratings,100%,2
3225,Julio Ruiz,Biology,5,1 ratings,100%,2
3226,Sandeep Chinchali,Engineering,0,0 ratings,N/A,0
3227,Howard Liljestrand,Civil Engineering,4.5,17 ratings,95%,1.9
3228,Elizabeth Heitkemper,Nursing,3,1 ratings,N/A,2
3229,Julie Zuñiga,Nursing,5,1 ratings,100%,1
3230,Esther Nwokocha,Nursing,3,1 ratings,N/A,1
3231,Weston Richey,English,5,1 ratings,100%,1
3232,William Swearingen,Sociology,4.6,27 ratings,90%,2
3233,Katherine Bruner,Biology,4.8,10 ratings,100%,2.4
3234,Mikhail Matz,Biology,3.3,10 ratings,88%,3.5
3235,Mark Bradshaw,Business,3,6 ratings,100%,2.7
3236,Shahnaz Hassan,Middle Eastern Studies,4.4,7 ratings,86%,2.7
3237,Stephen Walls,Marketing,3,17 ratings,59%,3.8
3238,Tolga Ozyurtcu,Kinesiology Health,4.8,21 ratings,92%,2.3
3239,Kirsten Bradbury,Psychology,4.9,107 ratings,100%,1.9
3240,Sofian Merabet,Anthropology,2.9,14 ratings,50%,2.5
3241,Brian Anderson,Chemistry,4.4,155 ratings,91%,3.4
3242,Chad Alvarez,Mexican American Studies,4.5,7 ratings,100%,2.4
3243,Liz Moliski,Business,2.8,101 ratings,60%,3.4
3244,Natalie Stroud,Communication,0,0 ratings,N/A,0
3245,Andrew Loveridge,Physics,2.8,49 ratings,57%,3.6
3246,Beth Hedrick,English,3.8,42 ratings,63%,3.5
3247,Richard Matzner,Physics,2.6,17 ratings,43%,3.1
3248,Paola Sotelo,Chemistry,3.1,79 ratings,64%,3.4
3249,Brent Landau,Religion,4.6,70 ratings,95%,1.7
3250,Elizabeth Labate,First Year Experience,0,0 ratings,N/A,0
3251,Jennifer Beavers,Music,4.3,3 ratings,N/A,3
3252,David Sibley,Economics,4.1,20 ratings,100%,2.6
3253,Robert Duvic,Finance,2.6,66 ratings,52%,3.9
3254,Stacy Sparks,Chemistry,3.9,201 ratings,83%,3.3
3255,Anthony Dudo,Advertising,4.5,68 ratings,90%,3
3256,Joshua Kocher,Finance,0,0 ratings,100%,0
3257,Sejali Mittal,Business,0,0 ratings,N/A,0
3258,David Ryfe,Journalism,0,0 ratings,100%,0
3259,Mark Mear,Engineering,4.6,16 ratings,85%,3.6
3260,Matthew Hebdon,Civil Engineering,4,1 ratings,100%,4
3261,Sara Simons,Theatre & Dance,0,0 ratings,100%,0
3262,Prateek Shah,Finance,0,0 ratings,N/A,0
3263,Joe Cutbirth,Communication,4.2,25 ratings,89%,3.4
3264,Alfonso Cuevas,Engineering,2.9,22 ratings,59%,3.6
3265,Jill Marshall,Education,4.1,7 ratings,100%,2.9
3266,Deborah White,Languages,4,3 ratings,100%,3.7
3267,Henry Brands,History,4.8,32 ratings,97%,2.2
3268,Stephen Walker,Statistics,3.5,2 ratings,100%,4
3269,Arcelia Hernandez,Education,0,0 ratings,N/A,0
3270,Shannon Provost,Statistics,2.3,178 ratings,36%,3.9
3271,Anindita Bardhan,Accounting,3.3,35 ratings,71%,3.7
3272,Paul McCord,Chemistry,3.5,268 ratings,73%,3.6
3273,Elizabeth Hedrick,English,3.5,44 ratings,70%,3.5
3274,Alberto Manriquez,Engineering,0,0 ratings,N/A,0
3275,Stephen Slota,Information Science,5,1 ratings,100%,1
3276,Adam Martinez,Education,4,2 ratings,100%,3
3277,Julia Lindberg,Mathematics,5,1 ratings,100%,3
3278,David Heymann,Architecture,0,0 ratings,N/A,0
3279,Tekena Koko,Architecture,0,0 ratings,N/A,0
3280,Brian Norwood,Architecture,0,0 ratings,N/A,0
3281,Jackson Dorsey,Economics,4,2 ratings,100%,3.5
3282,Gigi Awad,Psychology,4.6,6 ratings,100%,3.2
3283,Pratibha Saxena,Biology,2.9,13 ratings,67%,4.2
3284,Bruce Pflug,Economics,5,1 ratings,100%,1
3285,Subrina Xirong Shen,Management,2.9,15 ratings,50%,3.7
3286,Lisa Koonce,Business,5,1 ratings,100%,4
3287,Timothy West,Accounting,4.2,5 ratings,100%,2.8
3288,Matthew Morris,Management,4,47 ratings,90%,2.9
3289,Sardar Hussain,Anthropology,2,1 ratings,N/A,1
3290,Zoya Brumberg-Kraus,American Studies,1,1 ratings,N/A,1
3291,Shannon O'Brien,Political Science,4.5,75 ratings,91%,2.3
3292,Ricardo Castro,Spanish & Portuguese,5,4 ratings,100%,3
3293,Ahmed Gheith,Computer Science,4.5,50 ratings,89%,4.6
3294,Keenan Kidwell,Mathematics,4.9,137 ratings,100%,2.5
3295,Elizabeth Adams,Classics,4.6,14 ratings,100%,2.7
3296,Scott Stroud,Communication,4.8,5 ratings,75%,2.4
3297,Audrey Duarte,Psychology,1,1 ratings,100%,4
3298,Mike Boylan-Kolchin,Astronomy,3.9,24 ratings,83%,2.9
3299,James Pennebaker,Psychology,4.1,39 ratings,34%,3
3300,Milica Cudina,Mathematics,4.3,21 ratings,95%,2.7
3301,Aaron Rochlen,Education,3.9,11 ratings,89%,2.8
3302,Rich Heyman,Geography,2.6,24 ratings,53%,3
3303,Mihran Aroian,Business,2.8,87 ratings,44%,3.6
3304,Chen Liang,Women's Studies,0,0 ratings,N/A,0
3305,Debarati Roy,English,4.8,6 ratings,80%,2
3306,Hong Qiao,Biology,4.5,28 ratings,89%,3.3
3307,John Osborn,Mathematics,3.5,39 ratings,73%,3.2
3308,Janice Fischer,Biology,2.8,170 ratings,63%,4.3
3309,Amber Kinui,English,5,1 ratings,100%,3
3310,Siddhartha Chatterjee,Computer Science,2.9,79 ratings,61%,4.1
3311,Stephen Slawek,Music,3,34 ratings,48%,3.5
3312,Christina Burke,Journalism,2.3,3 ratings,100%,3.7
3313,Michael Baldea,Engineering,2.8,2 ratings,100%,4
3314,Mark Regnerus,Sociology,3.1,26 ratings,50%,2.8
3315,Cathy Schlund-Vials,English,4.8,10 ratings,100%,2.1
3316,Alexander Thomas,Spanish & Portuguese,4.3,6 ratings,84%,3.2
3317,James Slotta,Anthropology,4.6,43 ratings,92%,2.6
3318,Larry Speck,Architecture,4.6,176 ratings,92%,2.9
3319,Michael Aubrey,Chemistry,2.6,11 ratings,100%,4
3320,Li Yang,Asian Studies,5,1 ratings,100%,3
3321,Randolph Wilt,Business,4.7,37 ratings,100%,2.1
3322,Devrim Ikizler,Economics,3.1,18 ratings,90%,4.1
3323,Hannes Mandel,Languages,5,7 ratings,100%,2.6
3324,David Buss,Psychology,4.3,42 ratings,90%,3.1
3325,Cindy Meston,Psychology,4.4,68 ratings,94%,3
3326,Clint Tuttle,Business,4.1,174 ratings,82%,3.1
3327,David Laude,Chemistry,4.4,317 ratings,94%,2.7
3328,Wayne Geerling,Economics,4.4,25 ratings,100%,3.1
3329,Jan Machart,Biology,3.5,46 ratings,63%,4.1
3330,Rhonda Evans Case,Government,4.4,12 ratings,89%,3.3
3331,Hannah Luckenheimer,Psychology,0,0 ratings,N/A,0
3332,Jeremiah McCallister,Engineering,3,1 ratings,100%,4
3333,Cynthia Labrake,Chemistry,3.2,128 ratings,61%,3.3
3334,Herbert Miller,Marketing,2.7,63 ratings,45%,2.8
3335,Devangi Parikh,Computer Science,3.8,59 ratings,81%,3.1
3336,Jay Brown,Health Science,3.8,12 ratings,100%,1.8
3337,Jonathan Seefeldt,Asian Studies,0,0 ratings,N/A,0
3338,Taylor Canann,Finance,0,0 ratings,N/A,0
3339,Prathiba Saxena,Biology,1.9,93 ratings,20%,4.4
3340,Jaime Barnes,Geology,4.5,32 ratings,87%,3.2
3341,Rui Huang,Engineering,3.6,11 ratings,64%,3.3
3342,Tom Willett,Film,3,1 ratings,100%,2
3343,Diane Bryant,Education,1,2 ratings,N/A,1.5
3344,Hans Koch,Mathematics,2.5,21 ratings,40%,4.2
3345,Anita Israni,Mathematics,4.9,23 ratings,96%,2.2
3346,Joseph Beaman,Engineering,3.4,16 ratings,85%,1.2
3347,Kathrine Grooms,Economics,0,0 ratings,N/A,0
3348,David Verduzco,Business,3.3,185 ratings,62%,3.3
3349,Jose Alvarado,Physics,2.6,11 ratings,50%,3.9
3350,Daniel Neuhann,Finance,5,4 ratings,100%,2.8
3351,Jeehyun Lim,English,2,2 ratings,100%,3
3352,D. slesnick,Economics,2.7,12 ratings,100%,4.5
3353,Dan Pryor,Business,3.9,46 ratings,89%,3.3
3354,Nicholas Reyes,Mathematics,4.7,20 ratings,100%,2
3355,John McGuire,Accounting,4.1,22 ratings,87%,3.2
3356,Debra Hansen,Biology,2.6,235 ratings,45%,3.6
3357,Mark Bunting,Advertising,4.1,33 ratings,89%,1.3
3358,Gaëlle Le Calvez House,Spanish & Portuguese,5,3 ratings,100%,3
3359,Katherine Grooms,Economics,0,0 ratings,100%,0
3360,James Dyer,Business,4,3 ratings,100%,1.7
3361,Emilio Zamora,History,3.2,43 ratings,57%,1.6
3362,Zheliang Wang,Engineering,0,0 ratings,100%,0
3363,Evan Gee,Government,0,0 ratings,N/A,0
3364,Robert Moser,Engineering,0,0 ratings,N/A,0
3365,Laura Gonzalez,Biology,3.7,23 ratings,69%,2.9
3366,Athena Simpson,Management,2.1,22 ratings,100%,4.2
3367,John Traphagan,Anthropology,2.7,23 ratings,64%,3.1
3368,Joaquin Palacios,Computer Science,5,2 ratings,100%,4.5
3369,Mauricio Quiroga,Management,2,1 ratings,N/A,3
3370,David Gilden,Psychology,3,21 ratings,70%,3.5
3371,Neil Nehring,English,2.7,23 ratings,54%,3.2
3372,Peter King,Biology,4.3,48 ratings,96%,3
3373,Kelly Fulton,Sociology,3.5,102 ratings,76%,3
3374,Chistine Julien,Engineering,4.1,7 ratings,100%,3
3375,German Stefanich,Mathematics,3.2,13 ratings,92%,3.3
3376,Kendall Yamamoto,Business,0,0 ratings,N/A,0
3377,Dong-Ha Min,Marine Sciences,3.6,39 ratings,68%,3.3
3378,Jacob Doss,History,0,0 ratings,100%,0
3379,Vincent Viviani,Chemistry,0,0 ratings,N/A,0
3380,Jennifer Moon,Biology,4.8,54 ratings,91%,3.3
3381,Laurie Green,History,2.5,19 ratings,30%,2.7
3382,Shilin Lai,Mathematics,2.3,15 ratings,100%,4.5
3383,Shamoun Dima,Economics,2.2,47 ratings,44%,4.1
3384,Cole Holmes,Management,4.5,2 ratings,100%,2
3385,John Keto,Physics,1.7,22 ratings,24%,3.8
3386,Leonard Moore,History,4.3,187 ratings,96%,2.1
3387,Martha Maas,Biology,2.4,162 ratings,37%,3.6
3388,David Puelz,Business,0,0 ratings,N/A,0
3389,Rebecca Lewis,Anthropology,3.3,38 ratings,73%,3.8
3390,William Kelly,Social Science,4.1,37 ratings,92%,2.7
3391,Valerie Salinas-Davis,Advertising,5,1 ratings,100%,3
3392,Bill Young,Computer Science,3,129 ratings,71%,3.5
3393,Jared Murray,Business,2.2,5 ratings,34%,4.8
3394,Yan Leng,Management & Info Systems,4,17 ratings,100%,3.5
3395,Tasha Philpot,Government,2.6,22 ratings,27%,3.5
3396,Caitlin Gorback,Finance,1.1,9 ratings,N/A,4.4
3397,Joel Nibert,Mathematics,2.9,97 ratings,47%,3.8
3398,Lucianne Nelson,Humanities,0,0 ratings,N/A,0
3399,Laura Colgin,Biology,3.3,7 ratings,100%,2.9
3400,Monica Bhatia,Sociology,0,0 ratings,N/A,0
3401,Vijay Garg,Engineering,1.5,5 ratings,N/A,4.2
3402,Kirby Kuntz,Civil Engineering,0,0 ratings,N/A,0
3403,Lesli Bordas,Chemistry,3,72 ratings,73%,3.5
3404,Jennifer Fritz,Biology,3.4,232 ratings,59%,3.5
3405,Aileen Bumphus,First Year Experience,0,0 ratings,N/A,0
3406,Irene Arias Quintero,Spanish & Portuguese,0,0 ratings,N/A,0
3407,Anthony Conway,Mathematics,0,0 ratings,N/A,0
3408,Nicolas Estevez,Fine Arts,0,0 ratings,N/A,0
3409,Joshua Jones,Religion,0,0 ratings,N/A,0
3410,PRATIMA GOPALAKRISHNAN,Classics,0,0 ratings,N/A,0
3411,Doran Raccah,Chemistry,0,0 ratings,N/A,0
3412,Marius Ring,Finance,1,1 ratings,N/A,5
3413,Eve Prilipko,Management,4.8,79 ratings,100%,2.2
3414,Maxim Tsoi,Physics,2.6,38 ratings,43%,3.8
3415,Robert Olwell,History,3.8,81 ratings,79%,3.2
3416,Lisa Dobias,Advertising,3.4,32 ratings,61%,4.3
3417,Nick Enge,Kinesiology & Health,4.3,6 ratings,100%,1
3418,Di Wang,International Studies,4.6,10 ratings,84%,3.4
3419,Navid Saleh,Civil Engineering,3.3,6 ratings,80%,3.5
3420,Caroline Faria,Geography,4.4,36 ratings,85%,2.8
3421,Brianna McCaslin,Sociology,1,1 ratings,N/A,4
3422,Chelsea Privette,Communication,0,0 ratings,N/A,0
3423,Shravan Narayan,Computer Science,0,0 ratings,N/A,0
3424,Marcel Brousseau,Mexican American Studies,4.6,10 ratings,100%,2.3
3425,Joel Cobb,Business,0,0 ratings,N/A,0
3426,Signe Fourmy,History,3.6,29 ratings,100%,3.8
3427,Linda Mullenix,Law,0,0 ratings,N/A,0
3428,Jens Dammann,Law,0,0 ratings,N/A,0
3429,Ward Farnsworth,Law,0,0 ratings,N/A,0
3430,Lori Mason,Law,0,0 ratings,N/A,0
3431,Francois Baccelli,Mathematics,1,3 ratings,0%,5
3432,David Rusin,Mathematics,2.5,76 ratings,44%,3.9
3433,Sriram Vishwanath,Engineering,1.5,30 ratings,45%,4.6
3434,Upasana Garnaik,Sociology,0,0 ratings,100%,0
3435,Venese Alcantar,Theatre & Dance,0,0 ratings,N/A,0
3436,Jasdeep Kaur,Kinesiology amp Health,5,1 ratings,100%,2
3437,Yifan Xu,Communication,0,0 ratings,N/A,0
3438,Jianlong Liu,Mathematics,1,1 ratings,N/A,3
3439,Kearstin Jacobson,Art History,0,0 ratings,N/A,0
3440,Edison Thomaz,Engineering,4.1,7 ratings,100%,2.6
3441,Zach Marshall,Management,0,0 ratings,N/A,0
3442,Joshua Fink,Business,0,0 ratings,N/A,0
3443,Oscar Gonzales,Mathematics,3.4,41 ratings,48%,3.4
3444,Christopher Shriver,Mathematics,2.1,18 ratings,50%,4.6
3445,Tracy Wuster,Engineering,2.5,35 ratings,40%,3.5
3446,Gerard Wallace,Mathematics,2,13 ratings,45%,4.2
3447,Ernst-Ludwig Florin,Physics,3.1,26 ratings,79%,4.3
3448,Ryan Kelly,Engineering,0,0 ratings,N/A,0
3449,Mikhail Vishik,Mathematics,2.1,40 ratings,50%,3.2
3450,Anna Szczekutowicz,Mathematics,4.3,35 ratings,94%,2.5
3451,Kamy Sepehrnoori,Engineering,3.8,10 ratings,N/A,3.2
3452,Ajay Kalra,Music,2.8,2 ratings,0%,2.5
3453,Daniel Mitchell,Statistics,1.9,16 ratings,36%,4
3454,Ryan Swankie,French & Italian,4.9,8 ratings,100%,2.6
3455,Monica Martinez,History,5,5 ratings,100%,2
3456,Rajka Smiljanic,Linguistics,4.3,17 ratings,100%,3
3457,Jason Brownlee,Government,3.5,61 ratings,93%,2.8
3458,Rachel Ozanne,History,4.4,79 ratings,94%,2.7
3459,Vladislav Beronja,Education,4.8,13 ratings,100%,2.1
3460,Sam Gosling,Psychology,4,161 ratings,80%,3.2
3461,Paige Harden,Psychology,3.9,98 ratings,84%,3.1
3462,Tanya Coakley,Nursing,5,4 ratings,100%,1
3463,Cory Reed,Spanish Portuguese,3.8,18 ratings,77%,3.5
3464,Kathleen McElroy,Journalism,4.4,5 ratings,100%,1.8
3465,Lilia Rosas,Mexican American Studies,2.1,14 ratings,29%,3.5
3466,Rachel Wellhausen,Government,4,34 ratings,92%,2.8
3467,Katrin Erk,Linguistics,4.1,7 ratings,84%,2.9
3468,Courtney Handman,Anthropology,3.3,14 ratings,89%,2.6
3469,Laura Lashinger,Nutrition,2.7,30 ratings,48%,4.1
3470,Lynn Katz,Engineering,2.6,14 ratings,56%,3.9
3471,"H. W. ""Bill"" Brands",History,4.6,116 ratings,96%,2.2
3472,Mohit Tiwari,Engineering,4.2,9 ratings,86%,4
3473,Adam Manda,Anthropology,0,0 ratings,N/A,0
3474,Jesse Cline,Graphic Arts,1.6,11 ratings,34%,3.7
3475,Keith Johnston,Engineering,3.3,3 ratings,100%,3.3
3476,Dean Almy,Architecture,0,0 ratings,N/A,0
3477,Aaron Benda,Mathematics,0,0 ratings,N/A,0
3478,Jonathan Waknine,English,0,0 ratings,N/A,0
3479,Mohit Mehta,Education,2.5,4 ratings,100%,3.8
3480,Mona Mehdy,Biology,3.8,5 ratings,80%,3.8
3481,Cornel Olariu,Geology,0,0 ratings,N/A,0
3482,Marion Wong,Film,0,0 ratings,100%,0
3483,Edward Garza,Languages,5,1 ratings,100%,3
3484,Gene McDonald,Biology,0,0 ratings,100%,0
3485,Manda Adam,Anthropology,0,0 ratings,N/A,0
3486,Darla Grimes,Nursing,5,1 ratings,100%,2
3487,Matthew McGlone,Communication,2.4,44 ratings,43%,3.8
3488,Enrique Dávila,Mexican American Studies,0,0 ratings,N/A,0
3489,JoAnn Sciarrino,Marketing,0,0 ratings,N/A,0
3490,Sarah Angulo,Psychology,4.9,30 ratings,100%,1.8
3491,leigh linden,Economics,1.4,12 ratings,100%,4.3
3492,Daron Shaw,Government,2.6,19 ratings,73%,3.6
3493,Bethany Albertson,Government,4,89 ratings,94%,2.1
3494,Ruth Buskirk,Biology,4.6,181 ratings,99%,3.2
3495,Monica Meadows,Nutrition,3.3,9 ratings,40%,2.9
3496,Michelann Quimby,Human Dev amp Family Sciences,4.7,9 ratings,100%,1.4
3497,Jay Whitehead,Mathematics,5,4 ratings,100%,2.3
3498,Victor Eijkhout,Engineering Science amp Mechanics,3,2 ratings,100%,3.5
3499,Kenneth Greene,Government,3.4,46 ratings,74%,3.6
3500,Charles Holahan,Psychology,4.7,13 ratings,100%,2.9
3501,Madeline Hsu,Asian Studies,2.3,26 ratings,32%,3.5
3502,Elizabeth Richmond-Garza,English,4.2,135 ratings,79%,3.2
3503,Adela Timmons,Psychology,5,5 ratings,100%,2.4
3504,Yaguo Wang,Engineering,3.2,15 ratings,59%,3.5
3505,Emmett Witchel,Computer Science,3.6,11 ratings,72%,3.4
3506,Carlee Baker,English,0,0 ratings,N/A,0
3507,Amrita Kaur,Computer Science,0,0 ratings,100%,0
3508,Adam McCormick,Social Work,5,1 ratings,100%,2
3509,Maulik Pandya,Business,4,1 ratings,100%,2
3510,Tavish Dunn,Mathematics,0,0 ratings,N/A,0
3511,Steve Brister,Marketing,2.4,18 ratings,50%,3.8
3512,Oyvind Bjoru,Languages & Literatures,5,10 ratings,100%,2.3
3513,Chad Landis,Engineering; Science; & Mechanics,4.2,44 ratings,89%,3.5
3514,Randy Machemehl,Civil Engineering,3,1 ratings,100%,2
3515,Mary Kirisits,Engineering,3.4,8 ratings,100%,3.8
3516,Ramesh Yerraballi,Engineering,4.4,77 ratings,90%,3.2
3517,Hector Lomeli,Mathematics,3.6,81 ratings,76%,3.3
3518,Arlene Rosen,Anthropology,3.6,12 ratings,67%,2.4
3519,Nicolas Reyes,Mathematics,4.3,54 ratings,89%,2.1
3520,Sonia Seeman,Music,1.7,12 ratings,50%,3.8
3521,Gustavo Cepparo,Mathematics,4.4,137 ratings,90%,3.3
3522,Sook Hyun Park,Statistics,3.2,9 ratings,84%,2.6
3523,Sina Khani,Computer Science,1.2,20 ratings,50%,4.8
3524,Juncai He,Mathematics,4.6,5 ratings,75%,2.4
3525,Kasia Dinkeloo,Chemistry,5,9 ratings,100%,2.3
3526,Thomas Wiseman,Economics,4.2,73 ratings,90%,3.2
3527,Cossy Hough,Social Work,4.8,5 ratings,100%,1.8
3528,Jesse Zou,Computer Science,0,0 ratings,N/A,0
3529,Daniel Dickinson,Biology,4.8,16 ratings,94%,4.6
3530,Amanda Garrett,Biology,0,0 ratings,N/A,0
3531,Joshua Keena,Engineering,0,0 ratings,N/A,0
3532,Christine Williams,Sociology,3.6,14 ratings,100%,3.8
3533,Alison Norman,Computer Science,2.4,98 ratings,60%,4.7
3534,Elizabeth Hanson Smith,Business,2.1,20 ratings,50%,4.3
3535,Hyunju Kim,Biology,5,1 ratings,100%,3
3536,Emily Drumsta,Literature,0,0 ratings,N/A,0
3537,Mirasol Enriquez,Film,3,3 ratings,100%,3.7
3538,Kirk Lynn,Theater,5,20 ratings,100%,2
3539,Sanjay Shakkottai,Engineering,3.8,4 ratings,67%,4
3540,Ellen Alley,Communication,0,0 ratings,N/A,0
3541,Elizabeth Munoz,Human Dev & Family Sciences,0,0 ratings,N/A,0
3542,Steve Rashin,Statistics,3,1 ratings,N/A,3
3543,Patricia Chen,Education,5,1 ratings,100%,3
3544,Mara McNiff,Art History,0,0 ratings,N/A,0
3545,Scott Stevens,Chemistry,0,0 ratings,N/A,0
3546,Naomi Campa,Classics,0,0 ratings,N/A,0
3547,Yael Glazer,First Year Experience,0,0 ratings,N/A,0
3548,Paul Adams,Geography,3.9,48 ratings,80%,2.7
3549,Steven Finkelstein,Astronomy,4.4,44 ratings,84%,2.5
3550,Steven Mintz,History,4.6,109 ratings,96%,1.6
3551,Syed Hyder,Asian Studies,5,4 ratings,100%,2.3
3552,Justin Gordon,Theatre & Dance,0,0 ratings,N/A,0
3553,Kristin Sharp,Social Work,5,1 ratings,100%,2
3554,Jacob Stewart-Halevy,Art History,0,0 ratings,N/A,0
3555,Douglas Cushing,Art History,4.8,8 ratings,88%,3.1
